000100000001,0,6.478221012761967
000100000001,1,12.634585860467453
000100000001,2,0.0
000100000001,3,0.0
000100000010,0,-0.7
000100000010,1,-0.7
000100000010,2,-0.7
000100000010,3,18.197030031788376
000100000100,0,0.6503245529374996
000100000100,1,0.0
000100000100,2,0.0
000100000100,3,-0.7
000100001000,0,0.0
000100001000,1,0.0
000100001000,2,0.0
000100001000,3,13.894507480870907
000100100010,0,0.0
000100100010,1,-0.7
000100100010,2,0.0
000100100010,3,0.0
000101100100,0,-0.7
000101100100,1,0.0
000101100100,2,0.0
000101100100,3,0.0
000110000001,0,0.0
000110000001,1,0.0
000110000001,2,0.0
000110000001,3,8.889393111026019
001000000001,0,0.0
001000000001,1,-0.23450000000000004
001000000001,2,22.224702047303747
001000000001,3,0.0
001000000010,0,12.703783094596336
001000000010,1,-0.23450000000000004
001000000010,2,15.242266827697868
001000000010,3,4.976365774889715
001000000100,0,0.0
001000000100,1,0.0
001000000100,2,22.807313941361578
001000000100,3,0.0
001001000010,0,0.0
001001000010,1,0.0
001001000010,2,9.483902166790285
001001000010,3,0.0
001001000100,0,0.0
001001000100,1,-70.0
001001000100,2,0.7
001001000100,3,0.0
001010000001,0,0.0
001010000001,1,0.0
001010000001,2,10.143973867052782
001010000001,3,0.0
001100000000,0,0.0
001100000000,1,-0.7
001100000000,2,0.0
001100000000,3,0.0
001100000001,0,0.0
001100000001,1,2.136077666902133
001100000001,2,1.20551725
001100000001,3,18.332370814017995
001100000010,0,16.66911364644301
001100000010,1,1.3017197306744115
001100000010,2,5.010378523094273
001100000010,3,1.1655
001100000100,0,-0.9099999999999999
001100000100,1,0.0
001100000100,2,10.57923083024239
001100000100,3,0.0
001100001000,0,-0.7
001100001000,1,-0.23450000000000004
001100001000,2,-0.7
001100001000,3,15.139182050628774
001101001000,0,0.0
001101001000,1,-67.20028965190785
001101001000,2,0.0
001101001000,3,13.111386545040839
001110000001,0,0.0
001110000001,1,12.014819945631912
001110000001,2,0.0
001110000001,3,0.0
001110001000,0,0.0
001110001000,1,0.0
001110001000,2,-70.0
001110001000,3,2.1550153975989392
001111000010,0,0.0
001111000010,1,0.0
001111000010,2,0.0
001111000010,3,-0.7
010000000001,0,4.700864875029047
010000000001,1,-0.7
010000000001,2,0.0
010000000001,3,0.0
010000000010,0,0.0
010000000010,1,19.022500667062673
010000000010,2,-0.23450000000000004
010000000010,3,0.0
010000000100,0,0.0
010000000100,1,0.0
010000000100,2,0.0
010000000100,3,20.6756870749783
010000001000,0,-0.7
010000001000,1,16.247857868312174
010000001000,2,0.0
010000001000,3,-0.7
010010000001,0,0.0
010010000001,1,-0.7
010010000001,2,2.698733038749999
010010000001,3,0.0
010010001000,0,0.0
010010001000,1,0.0
010010001000,2,0.0
010010001000,3,-0.7
011000000001,0,-0.7
011000000001,1,-0.7
011000000001,2,8.412928107093105
011000000001,3,0.0
011000000010,0,0.0
011000000010,1,16.05562586135676
011000000010,2,0.0
011000000010,3,0.0
011000000100,0,-0.23450000000000004
011000000100,1,11.740778472287573
011000000100,2,8.818378169668916
011000000100,3,19.522780776858973
011000001000,0,0.0
011000001000,1,11.0744272346212
011000001000,2,-0.7
011000001000,3,-0.7
011000010100,0,0.0
011000010100,1,0.0
011000010100,2,0.0
011000010100,3,9.664037956606437
011001000010,0,0.7
011001000010,1,0.0
011001000010,2,0.0
011001000010,3,0.0
011010000010,0,6.019279291377231
011010000010,1,0.0
011010000010,2,0.0
011010000010,3,0.0
011010000100,0,0.0
011010000100,1,0.0
011010000100,2,0.0
011010000100,3,14.46870114972086
100000000001,0,20.013695962333237
100000000001,1,-0.7
100000000001,2,0.0
100000000001,3,0.0
100000000100,0,22.515189838692123
100000000100,1,0.0
100000000100,2,0.0
100000000100,3,0.0
100000001000,0,22.64999331370922
100000001000,1,-0.9099999999999999
100000001000,2,16.30594063761978
100000001000,3,0.4084342011312496
100000100001,0,0.0
100000100001,1,-0.7
100000100001,2,0.0
100000100001,3,0.0
100001000010,0,0.0
100001000010,1,0.0
100001000010,2,0.0
100001000010,3,-0.7
100001000100,0,0.973
100001000100,1,0.0
100001000100,2,-0.7
100001000100,3,0.0
100001001000,0,0.0
